NOME,name,area_ha,area_km2,seca_rischidro,seca_segali,chuva_segali,segener_acesso,segener_disp,saude_malaria,saude_leishmaniose_visceral,saude_leishmaniose_tegumentar,inudacoes_des_hidro,deslizamento_des_hidro
Presidente Juscelino/MA,ESTIVA DOS COT?S,"4130,71882","0,890123389","0,4","0,42","0,47","0,55","0,35","0,9","0,65","0,72","0,62","0,62"
Presidente Sarney/MA,ALTAMIRA,"1221,03387","0,64271251","0,06","0,23","0,42","0,53","0,35","0,03","0,1",0,"0,49","0,33"
Presidente Sarney/MA,BEM POSTA,"382,09393","3,820924513","0,06","0,23","0,42","0,53","0,35","0,03","0,1",0,"0,49","0,33"
Presidente Sarney/MA,COCAL,"17,95048","0,179503869","0,06","0,23","0,42","0,53","0,35","0,03","0,1",0,"0,49","0,33"
Ros?rio/MA,SANTANA - MA - ROSARIO,"240,41634","1,511111461","0,49","0,54","0,43","0,59","0,35","0,92","0,11","0,52","0,77","0,77"
Santa Helena/MA,COTOVELO,"1221,3278","8,687639541",0,"0,22","0,41","0,51","0,35","0,51","0,2","0,07","0,92","0,7"
Santa Helena/MA,RIO DOS PEIXES,"54,26665","0,097950747",0,"0,22","0,41","0,51","0,35","0,51","0,2","0,07","0,92","0,7"
Santa Rita/MA,PIQUI/SANTA MARIA,"5587,71134","15,01836925","0,43","0,52","0,43","0,57","0,35","0,79","0,17","0,57","0,52","0,35"
Santa Rita/MA,SANTA RITA DO VALE,"321,35741","3,213610285","0,43","0,52","0,43","0,57","0,35","0,79","0,17","0,57","0,52","0,35"
Santa Rita/MA,CARIONGO,"556,7789","5,567736839","0,43","0,52","0,43","0,57","0,35","0,79","0,17","0,57","0,52","0,35"
Santa Rita/MA,SANTANA - MA - ROSARIO,"240,41634","0,892934147","0,43","0,52","0,43","0,57","0,35","0,79","0,17","0,57","0,52","0,35"
Santa Rita/MA,SANTANA e S?O PATR?CIO,"1280,64678","5,09850506","0,43","0,52","0,43","0,57","0,35","0,79","0,17","0,57","0,52","0,35"
Santa Rita/MA,SANTA ROSA DOS PRETOS,"7502,01405","0,012908368","0,43","0,52","0,43","0,57","0,35","0,79","0,17","0,57","0,52","0,35"
S?o Jo?o do Soter/MA,CIPO,"2476,69727","24,76677341","0,17","0,33","0,41","0,5","0,35","0,63","0,7",0,"0,5","0,3"
S?o Mateus do Maranh?o/MA,SAO SEBASTIAO DOS PRETOS,"1889,26215","0,592247194","0,37","0,47","0,5","0,57","0,35","0,45","0,14","0,5","0,89","0,78"
S?o Mateus do Maranh?o/MA,CAMPO REDONDO,"1517,3384","0,340831527","0,37","0,47","0,5","0,57","0,35","0,45","0,14","0,5","0,89","0,78"
S?o Vicente Ferrer/MA,CHARCO,"1346,3726","13,46297958","0,37","0,46","0,57","0,59","0,35","0,49","0,65","0,67","0,42","0,36"
Serrano do Maranh?o/MA,BARREIRA,"891,30575","0,033137315","0,29","0,55","0,47","0,5","0,35","0,48","0,1",0,"0,67","0,59"
Turia?u/MA,GLEBA JAMARY DOS PRETOS,"14730,03193","147,2992661","0,15","0,29","0,43","0,5","0,35","0,87","0,83","0,66","0,57","0,47"
Vargem Grande/MA,BARRO VERMELHO,"472,27014","4,240336155","0,3","0,48","0,47","0,54","0,35","0,63","0,91","0,78","0,85","0,66"
Vargem Grande/MA,SAO FRANCISCO MALAQUIAS,"1087,41816","10,76880046","0,3","0,48","0,47","0,54","0,35","0,63","0,91","0,78","0,85","0,66"
Viana/MA,CONTENDA,"1070,87128","10,7086711","0,35","0,36","0,45","0,56","0,35","0,51","0,76","0,68","0,84","0,63"
Viana/MA,CARANGUEIJO,"274,78051","2,747791806","0,35","0,36","0,45","0,56","0,35","0,51","0,76","0,68","0,84","0,63"
Viana/MA,MUCAMBO,"396,36065","3,963551464","0,35","0,36","0,45","0,56","0,35","0,51","0,76","0,68","0,84","0,63"
Viana/MA,SANTA ROSA I,"952,20989","9,522090007","0,35","0,36","0,45","0,56","0,35","0,51","0,76","0,68","0,84","0,63"
Viana/MA,SAO MANOEL-MA,"223,54363","2,235404541","0,35","0,36","0,45","0,56","0,35","0,51","0,76","0,68","0,84","0,63"
Viana/MA,AGUIAR,"910,44778","9,104340596","0,35","0,36","0,45","0,56","0,35","0,51","0,76","0,68","0,84","0,63"
Viana/MA,FERREIRA,"309,65944","3,096574375","0,35","0,36","0,45","0,56","0,35","0,51","0,76","0,68","0,84","0,63"
Viana/MA,CAJUEIRO,"264,31486","2,643130051","0,35","0,36","0,45","0,56","0,35","0,51","0,76","0,68","0,84","0,63"
Assun??o do Piau?/PI,SITIO VELHO,"57,52617","0,575252995","0,29","0,59","0,44","0,39","0,31","0,34","0,73","0,29","0,54","0,44"
Bonfim do Piau?/PI,LAGOAS,"62321,90746","5,71880763","0,54","0,61","0,29","0,41","0,31","0,48","0,73","0,56","0,35","0,3"
Buriti dos Montes/PI,QUEIMADAS,"8276,17353","0,00221984","0,41","0,55","0,3","0,37","0,31","0,36","0,72",0,"0,4","0,41"
Campinas do Piau?/PI,VOLTA DO CAMPO GRANDE,"10880,90255","108,8085497","0,46","0,61","0,35","0,39","0,31","0,53","0,66","0,44","0,45","0,36"
Campinas do Piau?/PI,SABONETE,"1841,63923","6,365563312","0,46","0,61","0,35","0,39","0,31","0,53","0,66","0,44","0,45","0,36"
Campo Largo do Piau?/PI,ARVORE VERDE,"2546,67758","0,000004087","0,43","0,47","0,41","0,41","0,31","0,72","0,73","0,54","0,26","0,16"
Campo Largo do Piau?/PI,VILA S?O JO?O / CAVALOS,"2346,7715","7,934058887","0,43","0,47","0,41","0,41","0,31","0,72","0,73","0,54","0,26","0,16"
Concei??o do Canind?/PI,FAZENDA NOVA,"6421,90551","5,657310443","0,35","0,56","0,22","0,38","0,31","0,64","0,7","0,58","0,46","0,41"
Concei??o do Canind?/PI,MORRINHO,"2529,72387","0,063955577","0,35","0,56","0,22","0,38","0,31","0,64","0,7","0,58","0,46","0,41"
Dirceu Arcoverde/PI,LAGOAS,"62321,90746","19,38107821","0,58","0,49","0,2","0,38","0,31","0,36","0,76","0,41","0,43","0,35"
Esperantina/PI,OLHO DAGUA DOS PIRES,"141,37772","1,413767955","0,4","0,49","0,45","0,45","0,31","0,72","0,69","0,55","0,67","0,61"
Fartura do Piau?/PI,LAGOAS,"62321,90746","149,4761256","0,59","0,55","0,24","0,39","0,31","0,46","0,75","0,38","0,38","0,3"
Isa?as Coelho/PI,SABONETE,"1841,63923","12,05064166","0,44","0,58","0,31","0,39","0,31","0,46","0,69","0,45","0,47","0,36"
Isa?as Coelho/PI,FAZENDA NOVA,"6421,90551","58,56100454","0,44","0,58","0,31","0,39","0,31","0,46","0,69","0,45","0,47","0,36"
Isa?as Coelho/PI,MORRINHO,"2529,72387","25,2331001","0,44","0,58","0,31","0,39","0,31","0,46","0,69","0,45","0,47","0,36"
Matias Ol?mpio/PI,VILA S?O JO?O / CAVALOS,"2346,7715","15,49266934","0,49","0,48","0,53","0,47","0,31","0,71","0,71","0,52","0,38","0,28"
Paulistana/PI,CONTENTE,"686,45201","6,86447041","0,5","0,68","0,27","0,38","0,31","0,54","0,77","0,55","0,55","0,4"
Pedro Laurentino/PI,RIACHO DOS NEGROS,"32766,96582","176,6025117","0,54","0,57","0,19","0,38","0,31","0,62","0,68","0,58","0,33","0,26"
Queimada Nova/PI,TAPUIO,"549,71107","5,497074768","0,56","0,56","0,23","0,38","0,31","0,61","0,82","0,56","0,25","0,2"
S?o Jo?o do Piau?/PI,RIACHO DOS NEGROS,"32766,96582","150,9509878","0,5","0,69","0,16","0,38","0,31","0,6","0,72","0,59","0,43","0,33"
S?o Louren?o do Piau?/PI,LAGOAS,"62321,90746","77,23518603","0,48","0,65","0,36","0,38","0,31","0,61","0,73","0,6","0,32","0,26"
S?o Miguel do Tapuio/PI,MAACOS,"5980,83412","59,80787538","0,41","0,6","0,24","0,38","0,31","0,35","0,7",0,"0,5","0,42"
S?o Raimundo Nonato/PI,LAGOAS,"62321,90746","255,0160903","0,58","0,79","0,4","0,38","0,31","0,69","0,85","0,74","0,51","0,32"
Socorro do Piau?/PI,RIACHO DOS NEGROS,"32766,96582","0,114213887","0,54","0,66","0,23","0,38","0,31","0,61","0,69","0,54","0,43","0,35"
V?rzea Branca/PI,LAGOAS,"62321,90746","116,9954433","0,46","0,6","0,3","0,39","0,31","0,24","0,75","0,51","0,32","0,23"
Acara?/CE,C?RREGO DOS IUS,"1169,6238","9,739837982","0,64","0,81","0,39","0,4","0,31","0,87","0,68","0,61","0,61","0,51"
Alc?ntaras/CE,TIMBAUBA,"2033,81756","0,155248917","0,75","0,66","0,23","0,43","0,31","0,65","0,8","0,55","0,28","0,2"
Aquiraz/CE,LAGOA DO RAMO E GOIABEIRA,"1407,98814","14,07976222","0,69","0,76","0,53","0,43","0,31","0,84","0,68","0,72","0,6","0,46"
Aracati/CE,C?RREGO DE UBARANAS,"1627,2632","16,27253319","0,62","0,73","0,49","0,36","0,31","0,86","0,76","0,72","0,68","0,73"
Araripe/CE,SITIO ARRUDA,"334,58166","0,230412902","0,34","0,51","0,49","0,3","0,31","0,65","0,86","0,61","0,82","0,74"
Catunda/CE,LAGOA DAS PEDRAS E ENCANTADOS DO BOM JARDIM,"1984,63386","1,446093637","0,65","0,51","0,14","0,27","0,31","0,36","0,75","0,18","0,53","0,43"
Caucaia/CE,BOQUEIRAO DA ARARA,"740,03398","7,400294664","0,66","0,8","0,49","0,45","0,31","0,78","0,81","0,77","0,77","0,86"
Corea?/CE,TIMBAUBA,"2033,81756","7,166367904","0,51","0,58","0,41","0,32","0,31","0,57","0,8","0,48","0,61","0,47"
Crate?s/CE,QUEIMADAS,"8276,17353","82,75815558","0,48","0,65","0,49","0,29","0,31","0,76","0,86","0,77","0,76","0,6"
Croat?/CE,TRES IRMAOS,"2953,68056","27,38955228","0,49","0,58","0,4","0,32","0,31","0,53","0,8","0,52","0,36","0,31"
Cruz/CE,C?RREGO DOS IUS,"1169,6238","1,956249527","0,61","0,72","0,4","0,4","0,31","0,81","0,63","0,65","0,17","0,09"
Horizonte/CE,ALTO ALEGRE,"588,71335","1,295425746","0,76","0,84","0,51","0,44","0,31","0,73","0,67","0,63","0,55","0,53"
Ipueiras/CE,TRES IRMAOS,"2953,68056","2,146635187","0,49","0,51","0,36","0,31","0,31","0,41","0,81","0,45","0,52","0,43"
Mora?jo/CE,TIMBAUBA,"2033,81756","13,01641344","0,55","0,6","0,42","0,3","0,31","0,73","0,76","0,35","0,43","0,37"
Novo Oriente/CE,MINADOR,"1885,59455","18,8557982","0,49","0,63","0,39","0,32","0,31","0,34","0,77","0,46","0,47","0,4"
Pacajus/CE,ALTO ALEGRE,"588,71335","4,591667548","0,78","0,79","0,5","0,46","0,31","0,89","0,74","0,73","0,81","0,88"
Quixad?/CE,S?TIO VEIGA,"967,89744","9,678902468","0,67","0,66","0,41","0,33","0,31","0,86","0,86","0,82","0,89","0,91"
Salitre/CE,SERRA DOS CHAGAS,"2580,30973","25,80295576","0,46","0,66","0,49","0,3","0,31","0,64","0,85","0,62","0,65","0,54"
Salitre/CE,SITIO ARRUDA,"334,58166","3,115378145","0,46","0,66","0,49","0,3","0,31","0,64","0,85","0,62","0,65","0,54"
Tamboril/CE,BRUTOS,"1302,81373","13,02805399","0,66","0,56","0,13","0,28","0,31","0,68","0,87","0,77","0,73","0,61"
Tamboril/CE,LAGOA DAS PEDRAS E ENCANTADOS DO BOM JARDIM,"1984,63386","18,40008307","0,66","0,56","0,13","0,28","0,31","0,68","0,87","0,77","0,73","0,61"
Tururu/CE,?GUA PRETA,"176,11753","1,650421707","0,66","0,74","0,41","0,43","0,31","0,71","0,68","0,55","0,42","0,38"
Umirim/CE,?GUA PRETA,"176,11753","0,110738304","0,66","0,61","0,3","0,39","0,31","0,75","0,83","0,66","0,63","0,64"
Afonso Bezerra/RN,COMUNIDADE AROEIRA,"530,18497","0,002826547","0,55","0,64","0,33","0,33","0,31","0,7","0,71","0,65","0,62","0,58"
Bod?/RN,MACAMBIRA,"2593,39608","1,864221649","0,49","0,21","0,19","0,22","0,31","0,35","0,68",0,"0,48","0,45"
Ielmo Marinho/RN,NOVA DESCOBERTA,"449,1947","4,491915822","0,43","0,4","0,3","0,4","0,31","0,66","0,74","0,62","0,19","0,12"
Lagoa Nova/RN,MACAMBIRA,"2593,39608","12,69440632","0,67","0,75","0,47","0,45","0,31","0,46","0,61","0,61","0,47","0,33"
Maca?ba/RN,CAPOEIRAS,"911,97045","9,119640133","0,48","0,53","0,53","0,48","0,31","0,82","0,81","0,76","0,57","0,66"
Maca?ba/RN,S?TIO PAVILH?O,"52,10645","0,521061868","0,48","0,53","0,53","0,48","0,31","0,82","0,81","0,76","0,57","0,66"
Parelhas/RN,BOA VISTA DOS NEGROS,"444,88109","4,448781889","0,64","0,48","0,12","0,35","0,31","0,74","0,82","0,63","0,72","0,86"
Patu/RN,JATOBA,"219,30497","2,193035316","0,65","0,56","0,38","0,37","0,31","0,76","0,77","0,66","0,9","0,84"
Pedro Avelino/RN,COMUNIDADE AROEIRA,"530,18497","5,298963776","0,44","0,52","0,24","0,3","0,31","0,37","0,72","0,3","0,54","0,44"
Po?o Branco/RN,ACAUA,"547,60059","5,47596585","0,45","0,32","0,4","0,43","0,31","0,69","0,76","0,62","0,59","0,66"
Santana do Matos/RN,MACAMBIRA,"2593,39608","11,37517167","0,42","0,49","0,36","0,31","0,31","0,69","0,75","0,55","0,63","0,6"
Alagoa Grande/PB,CAIANA DOS CRIOULOS,"675,6408","4,734688646","0,3","0,31","0,57","0,45","0,31","0,82","0,83","0,79","0,65","0,67"
Alagoa Nova/PB,CAIANA DOS CRIOULOS,"675,6408","0,050765634","0,4","0,5","0,56","0,49","0,31","0,65","0,77","0,59","0,73","0,67"
Areia/PB,ENGENHO BONFIM,"121,94385","1,219429934","0,27","0,24","0,53","0,43","0,31","0,68","0,79","0,48","0,68","0,75"
Areia/PB,ENGENHO MUNDO NOVO,"321,94486","3,21942593","0,27","0,24","0,53","0,43","0,31","0,68","0,79","0,48","0,68","0,75"
Boa Ventura/PB,VACA MORTA,"1189,00159","0,027897605","0,56","0,51","0,28","0,35","0,31","0,6","0,76","0,52","0,74","0,6"
Curral Velho/PB,VACA MORTA,"1189,00159","0,639359604","0,39","0,33","0,27","0,3","0,31","0,7","0,81","0,42","0,55","0,5"
Diamante/PB,VACA MORTA,"1189,00159","11,22267705","0,46","0,39","0,33","0,34","0,31","0,72","0,84","0,7","0,7","0,57"
Ing?/PB,PEDRA DAGUA,"132,15921","1,087278141","0,32","0,28","0,57","0,42","0,31","0,64","0,7","0,63","0,62","0,57"
Jo?o Pessoa/PB,PARATIBE,"267,50682","2,675049042","0,33","0,39","0,56","0,43","0,31","0,49","0,47","0,6","0,49","0,54"
Massaranduba/PB,CAIANA DOS CRIOULOS,"675,6408","0,169485756","0,4","0,48","0,61","0,43","0,31","0,65","0,77","0,54","0,47","0,44"
Matinhas/PB,CAIANA DOS CRIOULOS,"675,6408","1,801429106","0,4","0,48","0,61","0,5","0,31","0,77","0,88","0,81","0,54","0,49"
Mogeiro/PB,MATAO,"213,71564","2,137141677","0,43","0,24","0,52","0,42","0,31","0,85","0,82","0,73","0,38","0,32"
Riach?o do Bacamarte/PB,GRILO,"138,78127","1,3878026","0,44","0,47","0,67","0,49","0,31","0,79","0,83","0,79","0,59","0,54"
Santa Luzia/PB,SERRA DO TALHADO,"16,13454","0,161344318","0,65","0,37","0,21","0,34","0,31","0,62","0,73","0,56","0,72","0,62"
Santa Luzia/PB,PITOMBEIRA,"354,02263","0,80618443","0,65","0,37","0,21","0,34","0,31","0,62","0,73","0,56","0,72","0,62"
Serra Redonda/PB,PEDRA DAGUA,"132,15921","0,234304639","0,37","0,29","0,64","0,5","0,31","0,75","0,82","0,74","0,6","0,55"
V?rzea/PB,PITOMBEIRA,"354,02263","2,734018235","0,62","0,28",0,"0,3","0,31","0,72","0,71","0,67","0,43","0,31"
Bel?m do S?o Francisco/PE,CONCEI?AO DAS CRIOULAS,"17859,21036","2,266680591","0,57","0,71","0,32","0,28","0,31","0,86","0,88","0,79","0,54","0,51"
Cabrob?/PE,SANTANA III,"2315,24672","0,369973279","0,63","0,75","0,2","0,32","0,31","0,8","0,9","0,78","0,69","0,42"
Cabrob?/PE,JATOB?,"4855,60501","48,2800437","0,63","0,75","0,2","0,32","0,31","0,8","0,9","0,78","0,69","0,42"
Carnaubeira da Penha/PE,CONCEI?AO DAS CRIOULAS,"17859,21036","0,421550061","0,53","0,67","0,22","0,31","0,31","0,69","0,87","0,64","0,44","0,36"
Correntes/PE,TIMBO,"956,00785","0,036699832","0,39","0,33","0,66","0,38","0,31","0,46","0,21","0,53","0,58","0,52"
Garanhuns/PE,CASTAINHO,"189,55424","1,895527106","0,57","0,46","0,66","0,47","0,31","0,41","0,58","0,52","0,68","0,69"
Garanhuns/PE,TIMBO,"956,00785","9,399678138","0,57","0,46","0,66","0,47","0,31","0,41","0,58","0,52","0,68","0,69"
Mirandiba/PE,CONCEI?AO DAS CRIOULAS,"17859,21036","1,459740083","0,43","0,58","0,35","0,32","0,31","0,65","0,84","0,6","0,57","0,48"
Palmeirina/PE,TIMBO,"956,00785","0,117604646","0,51","0,23","0,44","0,38","0,31","0,41","0,08","0,46","0,62","0,57"
Salgueiro/PE,SANTANA III,"2315,24672","22,78232596","0,52","0,59","0,42","0,33","0,31","0,63","0,81","0,57","0,78","0,59"
Salgueiro/PE,CONTENDAS,"2109,01214","19,82180596","0,52","0,59","0,42","0,33","0,31","0,63","0,81","0,57","0,78","0,59"
Salgueiro/PE,CONCEI?AO DAS CRIOULAS,"17859,21036","174,4426118","0,52","0,59","0,42","0,33","0,31","0,63","0,81","0,57","0,78","0,59"
Salgueiro/PE,JATOB?,"4855,60501","0,275669458","0,52","0,59","0,42","0,33","0,31","0,63","0,81","0,57","0,78","0,59"
S?o Jo?o/PE,TIMBO,"956,00785","0,006028286","0,57","0,39","0,59","0,45","0,31","0,4","0,41","0,49","0,65","0,64"
Terra Nova/PE,CONTENDAS,"2109,01214","1,268318624","0,54","0,57","0,32","0,35","0,31","0,51","0,82","0,52","0,46","0,4"
Batalha/AL,CAJ? DOS NEGROS,"561,81548","5,618115543","0,32","0,22","0,46","0,46","0,31","0,38","0,68","0,56","0,52","0,46"
Palmeira dos ?ndios/AL,TABACARIA,"399,96766","3,999648341","0,44","0,24","0,6","0,54","0,31","0,61","0,7","0,63","0,61","0,65"
P?o de A??car/AL,MOCAMBO - SE,"2261,7318","2,69578776","0,33","0,25","0,35","0,43","0,31","0,37","0,74","0,53","0,74","0,67"
S?o Br?s/AL,LAGOA DOS CAMPINHOS,"1263,33701","0,009127408","0,21","0,27","0,68","0,45","0,31","0,75","0,72","0,68","0,51","0,46"
Teot?nio Vilela/AL,ABOBREIRAS,"495,63426","4,956308428","0,4","0,22","0,63","0,55","0,31","0,42","0,71","0,61","0,82","0,7"
Amparo de S?o Francisco/SE,CARAIBAS,"3083,95083","5,014551828","0,23","0,21","0,62","0,46","0,31","0,65","0,69","0,64","0,58","0,55"
Amparo de S?o Francisco/SE,LAGOA DOS CAMPINHOS,"1263,33701","12,11900923","0,23","0,21","0,62","0,46","0,31","0,65","0,69","0,64","0,58","0,55"
Aquidab?/SE,CARAIBAS,"3083,95083","6,11024621","0,32","0,42","0,65","0,45","0,31","0,44","0,58","0,6","0,44","0,35"
Aquidab?/SE,FORTE,"1467,02357","0,931478955","0,32","0,42","0,65","0,45","0,31","0,44","0,58","0,6","0,44","0,35"
Aracaju/SE,MALOCA,"0,91682","0,00916814","0,44","0,26","0,61","0,47","0,31","0,44","0,79","0,67","0,55","0,59"
Arau?/SE,Curuanha,"2257,11269","0,040336113","0,38","0,29","0,64","0,43","0,31","0,77","0,84","0,71","0,3","0,21"
Barra dos Coqueiros/SE,PONTAL DA BARRA,"325,52316","3,219668073","0,52","0,35","0,78","0,51","0,31","0,44","0,73","0,71","0,55","0,67"
Brejo Grande/SE,BREJO DOS NEGROS,"8130,35121","69,2301227","0,35","0,44","0,87","0,45","0,31","0,41","0,5","0,54","0,55","0,5"
Canhoba/SE,CARAIBAS,"3083,95083","15,11566207","0,19","0,26","0,54","0,37","0,31","0,62","0,67","0,65","0,38","0,32"
Canind? de S?o Francisco/SE,SERRA DA GUIA,"9043,37976","0,287476724","0,31","0,47","0,49","0,31","0,31","0,84","0,84","0,67","0,7","0,55"
Capela/SE,PATIOBA,"1511,53609","6,345586341","0,35","0,41","0,76","0,47","0,31","0,42","0,48","0,49","0,41","0,37"
Capela/SE,FORTE,"1467,02357","0,059884355","0,35","0,41","0,76","0,47","0,31","0,42","0,48","0,49","0,41","0,37"
Capela/SE,PIRANGI,"128,15883","1,281579293","0,35","0,41","0,76","0,47","0,31","0,42","0,48","0,49","0,41","0,37"
Cedro de S?o Jo?o/SE,CARAIBAS,"3083,95083","3,104549505","0,28","0,35","0,69","0,46","0,31","0,42","0,55","0,58","0,55","0,49"
Cumbe/SE,FORTE,"1467,02357","13,38678895","0,29","0,36","0,64","0,39","0,31","0,42","0,03",0,"0,44","0,37"
Est?ncia/SE,LUZIENSE,"8458,62321","1,092149951","0,38","0,37","0,73","0,48","0,31","0,46","0,77","0,69","0,68","0,8"
