NOME,name,area_ha,area_km2,seca_rischidro,seca_segali,chuva_segali,segener_acesso,segener_disp,saude_malaria,saude_leishmaniose_visceral,saude_leishmaniose_tegumentar,inudacoes_des_hidro,deslizamento_des_hidro
Est?ncia/SE,Curuanha,"2257,11269","22,38673244","0,38","0,37","0,73","0,48","0,31","0,46","0,77","0,69","0,68","0,8"
Frei Paulo/SE,CATUABO,"896,00302","0,99536928","0,15","0,3","0,68","0,38","0,31","0,41","0,16","0,34","0,39","0,37"
Ilha das Flores/SE,BREJO DOS NEGROS,"8130,35121","0,683266104","0,36","0,35","0,74","0,55","0,31","0,4","0,51","0,54","0,52","0,48"
Indiaroba/SE,LUZIENSE,"8458,62321","1,481181823","0,3","0,35","0,61","0,44","0,31","0,77","0,8","0,68","0,34","0,31"
Indiaroba/SE,DESTERRO,"124,87657","1,248756896","0,3","0,35","0,61","0,44","0,31","0,77","0,8","0,68","0,34","0,31"
Japaratuba/SE,ALAGAMAR,"2915,54626","0,278602048","0,14","0,21","0,74","0,41","0,31","0,45","0,72","0,65","0,52","0,43"
Japaratuba/SE,PATIOBA,"1511,53609","8,769668798","0,14","0,21","0,74","0,41","0,31","0,45","0,72","0,65","0,52","0,43"
Japoat?/SE,ALAGAMAR,"2915,54626","1,011634679","0,11","0,28","0,66","0,4","0,31","0,46","0,61","0,62","0,26","0,18"
Japoat?/SE,LADEIRAS,"2070,11281","20,7009819","0,11","0,28","0,66","0,4","0,31","0,46","0,61","0,62","0,26","0,18"
Laranjeiras/SE,MUSSUCA,"2851,52864","27,42421928","0,33","0,29","0,71","0,51","0,31","0,79","0,74","0,71","0,9","0,95"
Maruim/SE,MUSSUCA,"2851,52864","0,246562255","0,41","0,37","0,76","0,51","0,31","0,43","0,52","0,53","0,6","0,52"
Nossa Senhora Aparecida/SE,CATUABO,"896,00302","7,765781551","0,34","0,4","0,61","0,39","0,31","0,67","0,52","0,59","0,39","0,33"
Nossa Senhora do Socorro/SE,MUSSUCA,"2851,52864","0,476858513","0,49","0,33","0,68","0,51","0,31","0,76","0,65","0,69","0,81","0,85"
Pacatuba/SE,ALAGAMAR,"2915,54626","1,917471238","0,14","0,25","0,7","0,41","0,31","0,77","0,72","0,61","0,14","0,12"
Pacatuba/SE,BREJO DOS NEGROS,"8130,35121","11,11967801","0,14","0,25","0,7","0,41","0,31","0,77","0,72","0,61","0,14","0,12"
Pirambu/SE,ALAGAMAR,"2915,54626","26,05539097","0,18","0,3","0,73","0,42","0,31","0,68","0,74","0,6","0,35","0,29"
Po?o Redondo/SE,SERRA DA GUIA,"9043,37976","89,88311953","0,4","0,54","0,51","0,4","0,31","0,71","0,86","0,77","0,35","0,29"
Porto da Folha/SE,MOCAMBO - SE,"2261,7318","19,92123216","0,32","0,24","0,46","0,4","0,31","0,91","0,89","0,72","0,48","0,44"
Ribeir?polis/SE,CATUABO,"896,00302","0,198814233","0,27","0,39","0,67","0,45","0,31","0,43","0,08","0,43","0,44","0,38"
Santa Luzia do Itanhy/SE,LUZIENSE,"8458,62321","82,24184707","0,34","0,23","0,58","0,42","0,31","0,78","0,65","0,62","0,34","0,23"
Santo Amaro das Brotas/SE,PONTAL DA BARRA,"325,52316","0,035529433","0,17","0,06","0,63","0,42","0,31","0,42","0,63","0,55","0,87","0,94"
Santo Amaro das Brotas/SE,MUSSUCA,"2851,52864","0,367444982","0,17","0,06","0,63","0,42","0,31","0,42","0,63","0,55","0,87","0,94"
Telha/SE,CARAIBAS,"3083,95083","1,49432554","0,27","0,29","0,56","0,46","0,31","0,43","0,45","0,43","0,29","0,24"
Telha/SE,LAGOA DOS CAMPINHOS,"1263,33701","0,505145408","0,27","0,29","0,56","0,46","0,31","0,43","0,45","0,43","0,29","0,24"
Abar?/BA,CURRAL DE PEDRA,"4555,53248","45,5549206","0,58","0,86","0,39","0,33","0,31","0,38","0,81","0,71","0,52","0,46"
Andara?/BA,I?NA,"1413,09734","0,030385302","0,31","0,38","0,09","0,32","0,31","0,69","0,87","0,64","0,64","0,66"
Ant?nio Gon?alves/BA,JIB?IA,"2023,86865","15,85655999","0,43","0,53","0,36","0,37","0,31","0,6","0,82","0,54","0,6","0,6"
Ant?nio Gon?alves/BA,TIJUA?U,"8533,01939","0,177145836","0,43","0,53","0,36","0,37","0,31","0,6","0,82","0,54","0,6","0,6"
Bom Jesus da Lapa/BA,MANGAL E BARRO VERMELHO,"9041,9412","0,143713251","0,62","0,9","0,38","0,31","0,31","0,74","0,89","0,74","0,47","0,34"
Bom Jesus da Lapa/BA,ARACA/CARIACA/ PATO/ PEDRAS/RETIRO,"18950,44218","189,2916647","0,62","0,9","0,38","0,31","0,31","0,74","0,89","0,74","0,47","0,34"
Bom Jesus da Lapa/BA,NOVA BATALHINHA,"7559,54738","40,60134436","0,62","0,9","0,38","0,31","0,31","0,74","0,89","0,74","0,47","0,34"
Bom Jesus da Lapa/BA,LAGOA DO PEIXE,"6704,10192","67,04066157","0,62","0,9","0,38","0,31","0,31","0,74","0,89","0,74","0,47","0,34"
Bom Jesus da Lapa/BA,PARATECA E PAU DARCO,"41604,96648","1,328721874","0,62","0,9","0,38","0,31","0,31","0,74","0,89","0,74","0,47","0,34"
Bom Jesus da Lapa/BA,LAGOA DAS PIRANHAS,"9953,08872","98,59840982","0,62","0,9","0,38","0,31","0,31","0,74","0,89","0,74","0,47","0,34"
Brejol?ndia/BA,FAZENDA JATOBA,"14493,96871","0,080325883","0,04","0,69","0,28","0,31","0,31","0,75","0,78","0,72","0,31","0,27"
Cachoeira/BA,CA?NGE/DEN?E/ENGENHO DA PRAIA/ENGENHO DA PONTE E,"907,89356","9,078866486","0,31","0,35","0,55","0,45","0,31","0,72","0,66","0,5","0,42","0,47"
Cachoeira/BA,CAONGE/DENDE/ENGENHO DA PONTE E OUTRAS,"1042,09516","10,42087292","0,31","0,35","0,55","0,45","0,31","0,72","0,66","0,5","0,42","0,47"
Cachoeira/BA,SAO FRANCISCO DO PARAGUA?U,"5130,78627","39,74259213","0,31","0,35","0,55","0,45","0,31","0,72","0,66","0,5","0,42","0,47"
Cachoeira/BA,SALAMINA PUTUMUJU,"2063,16654","0,030913861","0,31","0,35","0,55","0,45","0,31","0,72","0,66","0,5","0,42","0,47"
Cama?ari/BA,PITANGA DE PALMARES,"22,73614","0,044055595","0,46","0,6","0,69","0,4","0,31","0,84","0,85","0,75","0,42","0,66"
Cama?ari/BA,PITANGA DE PALMARES,"5,20509","0,000072435","0,46","0,6","0,69","0,4","0,31","0,84","0,85","0,75","0,42","0,66"
Camamu/BA,JETIMANA e BOA VISTA,"1588,10854","15,61780902","0,25","0,27","0,55","0,39","0,31","0,73","0,65","0,41","0,49","0,42"
Camamu/BA,PORTO DO CAMPO,"221,11195","2,211103843","0,25","0,27","0,55","0,39","0,31","0,73","0,65","0,41","0,49","0,42"
Candeias/BA,PITANGA DE PALMARES,"826,91761","0,433791857","0,41","0,23","0,64","0,42","0,31","0,48","0,67","0,73","0,8","0,85"
Cotegipe/BA,RIACHO DA SACUTIABA E SACUTIABA,"12291,24544","0,533110048","0,49","0,57","0,25","0,3","0,31","0,68","0,71","0,62","0,34","0,29"
Dias d'?vila/BA,PITANGA DE PALMARES,"22,73614","0,115979021","0,45","0,58","0,7","0,44","0,31","0,47","0,53","0,54","0,79","0,88"
Dias d'?vila/BA,PITANGA DE PALMARES,"5,20509","0,000032333","0,45","0,58","0,7","0,44","0,31","0,47","0,53","0,54","0,79","0,88"
Entre Rios/BA,FAZENDA PORTEIRAS,"1961,00514","19,6099124","0,32","0,21","0,59","0,36","0,31","0,48","0,79","0,73","0,53","0,41"
Filad?lfia/BA,JIB?IA,"2023,86865","4,38198304","0,56","0,62","0,43","0,37","0,31","0,31","0,64","0,52","0,46","0,44"
Filad?lfia/BA,TIJUA?U,"8533,01939","33,91016793","0,56","0,62","0,43","0,37","0,31","0,31","0,64","0,52","0,46","0,44"
Ibitiara/BA,MORRO REDONDO,"5059,64877","21,97695648","0,62","0,67","0,11","0,32","0,31","0,67","0,9","0,69","0,22","0,18"
Igrapi?na/BA,JETIMANA e BOA VISTA,"1588,10854","0,263164531","0,27","0,19","0,38","0,34","0,31","0,72","0,5",0,"0,69","0,69"
Ituber?/BA,LAGOA SANTA,"653,64277","6,251956684","0,31","0,33","0,47","0,43","0,31","0,45","0,74","0,52","0,7","0,73"
Len??is/BA,I?NA,"1413,09734","14,10048468","0,4","0,43",0,"0,31","0,31","0,58","0,9","0,48","0,68","0,7"
Maragogipe/BA,"QUIZANGA, GUER?M BAIX?O DO GUA?, TABATINGA E OU","5971,59241","54,67534273","0,43","0,45","0,67","0,49","0,31","0,69","0,85","0,66","0,54","0,47"
Maragogipe/BA,SALAMINA PUTUMUJU,"2063,16654","20,60060593","0,43","0,45","0,67","0,49","0,31","0,69","0,85","0,66","0,54","0,47"
Muqu?m do S?o Francisco/BA,FAZENDA JATOBA,"14493,96871","128,7207632","0,53","0,59","0,19","0,3","0,31","0,68","0,79","0,66","0,31","0,12"
Nazar?/BA,"QUIZANGA, GUER?M BAIX?O DO GUA?, TABATINGA E OU","5971,59241","5,040156998","0,4","0,42","0,68","0,48","0,31","0,46","0,62","0,57","0,8","0,65"
Nilo Pe?anha/BA,LAGOA SANTA,"653,64277","0,284425984","0,31","0,22","0,44","0,38","0,31","0,67","0,61",0,"0,65","0,65"
Paratinga/BA,FAZENDA JATOBA,"14493,96871","0,006156047","0,7","0,75","0,21","0,33","0,31","0,81","0,91","0,81","0,48","0,28"
Pedro Alexandre/BA,SERRA DA GUIA,"9043,37976","0,26256332","0,31","0,43","0,53","0,35","0,31","0,45","0,86","0,72","0,31","0,26"
Riacho de Santana/BA,MATA DO SAP?,"2641,42808","26,41408578","0,69","0,73","0,24","0,32","0,31","0,69","0,93","0,74","0,36","0,3"
Riacho de Santana/BA,SAMBA?BA,"2509,87597","15,00159812","0,69","0,73","0,24","0,32","0,31","0,69","0,93","0,74","0,36","0,3"
Rio de Contas/BA,BARRA E BANANAL,"1296,30181","12,96295475","0,51","0,6","0,23","0,32","0,31","0,49","0,84","0,51","0,39","0,35"
Salvador/BA,ILHA DE MAR?,"645,21689","6,452123465","0,43","0,2","0,69","0,47","0,31","0,44","0,22","0,3","0,73","0,83"
Salvador/BA,RIO DOS MACACOS,"104,26342","0,141243153","0,43","0,2","0,69","0,47","0,31","0,44","0,22","0,3","0,73","0,83"
Santo Amaro/BA,SAO FRANCISCO DO PARAGUA?U,"5130,78627","0,52215018","0,37","0,38","0,51","0,5","0,31","0,47","0,66","0,63","0,73","0,64"
Saubara/BA,SAO FRANCISCO DO PARAGUA?U,"5130,78627","11,04275815","0,44","0,3","0,6","0,45","0,31","0,42","0,44",0,"0,42","0,42"
Seabra/BA,CAPAO DAS GAMELAS,"1313,42371","13,13413892","0,58","0,59","0,19","0,33","0,31","0,7","0,94","0,69","0,59","0,41"
Seabra/BA,AGRESTE,"2336,77932","23,36762803","0,58","0,59","0,19","0,33","0,31","0,7","0,94","0,69","0,59","0,41"
Seabra/BA,OLHOS DAGUA DO BAS?LIO,"4833,03576","48,33002674","0,58","0,59","0,19","0,33","0,31","0,7","0,94","0,69","0,59","0,41"
Seabra/BA,MORRO REDONDO,"5059,64877","28,61917754","0,58","0,59","0,19","0,33","0,31","0,7","0,94","0,69","0,59","0,41"
Senhor do Bonfim/BA,TIJUA?U,"8533,01939","50,70052811","0,63","0,63","0,48","0,48","0,31","0,4","0,77","0,61","0,74","0,78"
Serra do Ramalho/BA,ARACA/CARIACA/ PATO/ PEDRAS/RETIRO,"18950,44218","0,211406803","0,5","0,76","0,22","0,33","0,31","0,69","0,84","0,73","0,13","0,05"
Sim?es Filho/BA,PITANGA DE PALMARES,"22,73614","0,067325576","0,42","0,39","0,77","0,45","0,31","0,48","0,73","0,71","0,69","0,78"
Sim?es Filho/BA,DANDA,"347,93194","3,479294754","0,42","0,39","0,77","0,45","0,31","0,48","0,73","0,71","0,69","0,78"
Sim?es Filho/BA,PITANGA DE PALMARES,"5,20509","0,051945813","0,42","0,39","0,77","0,45","0,31","0,48","0,73","0,71","0,69","0,78"
Sim?es Filho/BA,PITANGA DE PALMARES,"826,91761","7,835326646","0,42","0,39","0,77","0,45","0,31","0,48","0,73","0,71","0,69","0,78"
Sim?es Filho/BA,RIO DOS MACACOS,"104,26342","0,901383659","0,42","0,39","0,77","0,45","0,31","0,48","0,73","0,71","0,69","0,78"
S?tio do Mato/BA,MANGAL E BARRO VERMELHO,"9041,9412","90,27506185","0,6","0,68","0,14","0,33","0,31","0,67","0,84","0,66","0,37","0,31"
S?tio do Mato/BA,FAZENDA JATOBA,"14493,96871","16,13087143","0,6","0,68","0,14","0,33","0,31","0,67","0,84","0,66","0,37","0,31"
S?tio do Mato/BA,LAGOA DAS PIRANHAS,"9953,08872","0,931818388","0,6","0,68","0,14","0,33","0,31","0,67","0,84","0,66","0,37","0,31"
Tanque Novo/BA,SAMBA?BA,"2509,87597","0,637150018","0,73","0,77","0,38","0,35","0,31","0,3","0,79","0,52","0,3","0,24"
Wanderley/BA,RIACHO DA SACUTIABA E SACUTIABA,"12291,24544","122,3785265","0,39","0,58","0,3","0,3","0,31","0,68","0,77","0,65","0,43","0,38"
Xique-Xique/BA,VICENTES,"356,22498","3,56222152","0,58","0,71","0,09","0,31","0,31","0,34","0,8","0,45","0,72","0,6"
Cavalcante/GO,KALUNGA,"261829,63356","1803,890187","0,69","0,46","0,23","0,34","0,35","0,41","0,74",0,"0,48","0,39"
Cavalcante/GO,KALUNGA DO MIMOSO,"57412,03067","3,73843581","0,69","0,46","0,23","0,34","0,35","0,41","0,74",0,"0,48","0,39"
Monte Alegre de Goi?s/GO,KALUNGA,"261829,63356","419,7092407","0,47","0,47","0,11","0,37","0,35","0,41","0,71","0,58","0,56","0,66"
Monte Alegre de Goi?s/GO,KALUNGA DO MIMOSO,"57412,03067","1,506164077","0,47","0,47","0,11","0,37","0,35","0,41","0,71","0,58","0,56","0,66"
Monte Alegre de Goi?s/GO,FAMILIA MAGALHAES,"5490,17847","1,506385117","0,47","0,47","0,11","0,37","0,35","0,41","0,71","0,58","0,56","0,66"
Nova Roma/GO,KALUNGA,"261829,63356","3,111084051","0,41","0,55","0,13","0,35","0,35","0,31","0,56","0,48","0,27","0,22"
Nova Roma/GO,FAMILIA MAGALHAES,"5490,17847","53,39508429","0,41","0,55","0,13","0,35","0,35","0,31","0,56","0,48","0,27","0,22"
Teresina de Goi?s/GO,KALUNGA,"261829,63356","380,0719706","0,55","0,34","0,12","0,35","0,35","0,64","0,75","0,4","0,42","0,36"
Campos Novos/SC,INVERNADA DOS NEGROS,"7959,23204","57,11182242",0,"0,03",0,"0,4","0,38","0,27","0,4","0,32","0,38","0,55"
Caetit?/BA,SAMBA?BA,"2509,87597","9,26293774","0,63","0,63","0,13","0,31","0,31","0,69","0,91","0,66","0,62","0,43"
Carinhanha/BA,PARATECA E PAU DARCO,"41604,96648","2,77724385","0,25","0,65","0,29","0,33","0,31","0,77","0,86","0,69","0,43","0,31"
Carinhanha/BA,BARRA DO PARATECA,"8098,95912","80,92507345","0,25","0,65","0,29","0,33","0,31","0,77","0,86","0,69","0,43","0,31"
Itacar?/BA,FOJO,"1371,32013","13,71310523","0,45","0,33","0,54","0,37","0,31","0,51","0,79","0,57","0,69","0,68"
Malhada/BA,NOVA BATALHINHA,"7559,54738","34,99354358","0,49","0,8","0,23","0,31","0,31","0,66","0,76","0,63","0,6","0,49"
Malhada/BA,PARATECA E PAU DARCO,"41604,96648","411,5065165","0,49","0,8","0,23","0,31","0,31","0,66","0,76","0,63","0,6","0,49"
Malhada/BA,BARRA DO PARATECA,"8098,95912","0,063884425","0,49","0,8","0,23","0,31","0,31","0,66","0,76","0,63","0,6","0,49"
Palmas de Monte Alto/BA,PARATECA E PAU DARCO,"41604,96648","0,04114753","0,46","0,67","0,15","0,31","0,31","0,66","0,8","0,67","0,42","0,36"
Posse/GO,BACO PARI,"3148,00988","31,47984478","0,34","0,73","0,38","0,38","0,35","0,35","0,58","0,56","0,44","0,31"
Gurup?/PA,"GURUPA MIRIM, JOCOJO, FLEXINHA, CARRAZEDO","85151,36139","844,2980019","0,41","0,31","0,23","0,5","0,35","0,98","0,76","0,1","0,91","0,79"
Melga?o/PA,"GURUPA MIRIM, JOCOJO, FLEXINHA, CARRAZEDO","85151,36139","2,567289598","0,44","0,4","0,39","0,51","0,35","0,99","0,88","0,29","0,93","0,88"
Cal?oene/AP,CUNANI,"36373,15164","363,7111227","0,48",0,"0,2","0,48","0,35","0,78","0,14","0,02","0,68","0,6"
Macap?/AP,MEL DA PEDREIRA,"2632,25314","26,32239663","0,61","0,61","0,47","0,61","0,35","0,99","0,81","0,87","0,75","0,65"
Macap?/AP,S?O JOS? DO MATA FOME,"1658,88036","16,58848967","0,61","0,61","0,47","0,61","0,35","0,99","0,81","0,87","0,75","0,65"
Macap?/AP,CURIAU,"3116,69837","31,16675458","0,61","0,61","0,47","0,61","0,35","0,99","0,81","0,87","0,75","0,65"
Macap?/AP,CONCEICAO DO MACACOARI,"9406,65993","91,08154814","0,61","0,61","0,47","0,61","0,35","0,99","0,81","0,87","0,75","0,65"
Macap?/AP,SAO RAIMUNDO DA PIRATIVA,"23,48823","0,049009203","0,61","0,61","0,47","0,61","0,35","0,99","0,81","0,87","0,75","0,65"
Macap?/AP,ROSA,"4751,80772","47,51722613","0,61","0,61","0,47","0,61","0,35","0,99","0,81","0,87","0,75","0,65"
Santana/AP,SAO RAIMUNDO DA PIRATIVA,"23,48823","0,185875851","0,6","0,59","0,41","0,62","0,35","0,64","0,14","0,66","0,95","0,76"
Gua?ra/PR,MANOEL CIRIACO,"24,23634","0,242362355","0,36","0,17","0,07","0,43","0,38","0,58","0,64","0,69","0,43","0,34"
Reserva do Igua?u/PR,INVERNADA PAIOL DE TELHA,"2960,74077","28,93132166",0,"0,11","0,35","0,35","0,38","0,33","0,23",0,"0,41","0,49"
Adrian?polis/PR,JO?O SUR?,"6419,12497","62,84725996",0,"0,02","0,19","0,33","0,38","0,58","0,55",0,"0,38","0,35"
Adrian?polis/PR,PORTO VELHO,"957,86864","0,644151656",0,"0,02","0,19","0,33","0,38","0,58","0,55",0,"0,38","0,35"
Adrian?polis/PR,S?O JO?O,"2654,74163","25,65983305",0,"0,02","0,19","0,33","0,38","0,58","0,55",0,"0,38","0,35"
Cerro Azul/PR,MAM?S - ?rea 01 (Barra Linda),"119,76098","1,19760143",0,0,"0,25","0,38","0,38","0,36","0,6","0,38","0,46","0,43"
Cerro Azul/PR,MAM?S - ?rea 02 (Ribeir?o do Meio),"215,06007","2,150585614",0,0,"0,25","0,38","0,38","0,36","0,6","0,38","0,46","0,43"
Curi?va/PR,?GUA MORNA,"1185,03114","11,41096154","0,3","0,3","0,4","0,4","0,38","0,32","0,63","0,51","0,66","0,64"
Seng?s/PR,VARZE?O,"7264,02598","2,885747371","0,03","0,06","0,32","0,36","0,38","0,58","0,78","0,63","0,59","0,58"
Tel?maco Borba/PR,?GUA MORNA,"1185,03114","0,439264155","0,34","0,31","0,13","0,38","0,38","0,33","0,46","0,37","0,58","0,51"
Doutor Ulysses/PR,VARZE?O,"7264,02598","69,13192595",0,0,"0,34","0,37","0,38","0,65","0,79","0,6","0,18","0,15"
Pinh?o/PR,INVERNADA PAIOL DE TELHA,"2960,74077","0,675875341","0,07","0,2","0,28","0,32","0,38","0,32","0,47","0,3","0,36","0,33"
Barcelos/AM,TAMBOR,"719781,29282","863,1784055","0,58","0,5","0,27","0,46","0,35","0,5","0,16","0,35","0,69","0,53"
Barreirinha/AM,RIO ANDIR? (Parte 02),"4369,23593","43,6920494","0,35","0,37","0,27","0,48","0,35","0,93","0,1","0,08","0,77","0,61"
Barreirinha/AM,RIO ANDIR? (Parte 01),"23528,81789","231,5352566","0,35","0,37","0,27","0,48","0,35","0,93","0,1","0,08","0,77","0,61"
Codaj?s/AM,TAMBOR,"719781,29282","13,94587213","0,52","0,39","0,3","0,46","0,35","0,95","0,16","0,22",1,"0,94"
Novo Air?o/AM,TAMBOR,"719781,29282","6320,60434","0,54","0,43","0,18","0,46","0,35","0,47","0,09","0,02","0,64","0,52"
Parintins/AM,RIO ANDIR? (Parte 01),"23528,81789","3,749808127","0,31","0,29","0,1","0,5","0,35","0,89","0,04","0,03","0,92","0,76"
Alta Floresta D'Oeste/RO,PEDRAS NEGRAS,"43946,54697","203,096312","0,22","0,58","0,23","0,4","0,35","0,82","0,12",0,"0,54","0,4"
Costa Marques/RO,SANTA F?,"1453,52501","13,70688503","0,45","0,57","0,22","0,41","0,35","0,95","0,82","0,62","0,5","0,38"
S?o Miguel do Guapor?/RO,QUILOMBOLA DE JESUS,"5970,97631","10,65383398","0,28","0,49","0,14","0,4","0,35","0,44","0,2","0,05","0,49","0,35"
S?o Francisco do Guapor?/RO,PEDRAS NEGRAS,"43946,54697","230,1554877","0,32","0,48","0,11","0,4","0,35","0,79","0,11",0,"0,49","0,34"
S?o Francisco do Guapor?/RO,QUILOMBOLA DE JESUS,"5970,97631","1,925440303","0,32","0,48","0,11","0,4","0,35","0,79","0,11",0,"0,49","0,34"
S?o Francisco do Guapor?/RO,SANTO ANT?NIO DO GUAPOR?,"6958,31752","67,71018727","0,32","0,48","0,11","0,4","0,35","0,79","0,11",0,"0,49","0,34"
Seringueiras/RO,QUILOMBOLA DE JESUS,"5970,97631","47,13005026","0,34","0,59","0,16","0,41","0,35","0,5","0,72","0,57","0,48","0,33"
